content,sentiment
Mantap.... Update nya jadi super HD klo bisa kasih thamuz bnyak skin,positif
Bagus,positif
oi kasih tim yang bener dong,positif
Kebanyakan dark sistem,negatif
"Betulin Tuh sistem match making nya?? krna bukan 1 orang aja yg mengalami hal tersebut?? banyak player yg main lebih kacau daripada BOT. justru lebih bagus BOT ktimbang player yg main,",negatif
"Gw kasih bintang 1 karna beberapa hal 1.draftpick ga seimbang (kadang dapet team bot) 2.ngasih point kayak asal, maksudnya saat musuh yg nilai akhirnya 6,0 dia dapet silver sedangkan gw yg dapat nilai 6,0 atau diatasnya dikit malah kayu, LoL 3.sering dapet team troll 4. Kadang di ingame malah ngelag² padahal jaringan bagus Ada yg bilang karna servernya lag dan ada yg bilang, musuh menggunakan aplikasi larangan (cheat) Udh itu aja.",negatif
Gem ini seru bagus ada event gratis ga ada iklan dan banyak Hero bisa di baru ada Hero baru setiap seson,positif
seru banget gamenya moba tapi analog,positif
Sinyall nya ke pelerrrrr,negatif
"SISTEM Macth perbaiki lah setiap main dapet tim penghuni epic mulu, giliran tim musuh kaya sekelas kairi, di kasih ws 2x lose streak 7x bahkan lebih malah, perbaikin lah biar seimbang",negatif
Klo ngerank ngasi tim harusnya di sesuaiah jangan ksi yg dark sistem Mulu mooonton,negatif
Event yang menarik dan gameplay yang bagus,positif
Jangan terlalu banyak makan penyimpanan,positif
Sebenernya udah bagus tapi kalo batre nya sedikit gk bisa maen 👿👿👎👎,positif
game seru,positif
Keren,positif
Mwmek,positif
ムーントンは猫を持った犬のようなものです、願わくばあなたの崇拝行為が創造主に受け入れられますように、アーミーン🤲,negatif
Mantap,positif
Malas menanggapi,negatif
Semoga jadi game mati,negatif
Permainan yg bagus,positif
Game nya seru,positif
Bagus,positif
Game babi gw lossstreak truss cookkkkk anjg ngasih team dark sistem ke gua babi loo,negatif
mayan minus macm matching ny g adil,positif
Mantap,positif
Lumayan,positif
game nya kek pepek dikasih win cuma 1/2 di kasih los sampe 10/20 mending pindah ke hok,negatif
baik,positif
Lumayan,positif
"Saya sangat menyukai game ini, game ini sangat seru bagi saya, saya sangat meneikmati pertandinganya",positif
"Kebiasaan kalo udah update 3hari main pasti lag mulu ah,,",positif
Kesenangan tanpa batas Mlbb,positif
Bagus,positif
"Sy sangat suka bermain game ini, apa lagi di wakt santai, sangat menghibur",positif
woi monton gimana siii!!!! gem ko ngelag Mulu maju ajh susah tolong donk d perbaiki gimana si ini 🤬,positif
"tolong untuk developer, dark sistem nya kurang banyak, saya hampir masuk rsj tapi gagal karena kurang dark sistem, saya menang 1x dan kalah 10x itu membuat saya belum gila dan depresi, saya harap moonton memberi lebih banyak sistem gelap dan manusia aneh di dalam matchmaking saya",positif
kd thu,positif
Mantap,negatif
Matchmaking nya tidak seimbang,negatif
Lumayan,positif
Game Kikir isinya Cuma Drak sistem mulu,negatif
Nice game,positif
Kurang kurangin sistem hitamnya moontod,positif
"Pas rank epic dikasih Tim Kek Ee, Apaan coba 3 mm 2 hyper , BINTANG SATUU!!!",negatif
Menghibur,positif
Game yang sangat seru sekali,positif
Bagus kli game ny,positif
Gemnya bagus bangat,negatif
Keren,positif
Aplikasi yg terbaik dalam sejarah,positif
"hay monton babi setan lu kira game lu gak ngambil untung banyak apa, masalahnya game ini terlalu parah lag nya untuk kalangan masyarakat sederhana seperti kami, penyimpanan data terlalu merugikan sampai harus hapus aplikasi lain tapi masih tetep aja lag parah apa lagi pas mau mulai main tiba tiba keluar sendiri trus ngulang lagi, di tambah di dalam game pas war sangat lag parah, apakah kekayaan anda tidak bisa mengubah itu semua untuk perbaikan. jika smakin parah lag nya aku unistal ni game payh",positif
Bagus,positif
Game apalah🗿,positif
Moonton saya user Aurora tapi ga pernah dapet skin nya 😩 Semua nya udah bagus kok cuma saya mau dapet skin Aurora dapet dari event kek,positif
Jika slalu terjadi bug saat war Mending pindah ke game sebelah yg katanya oke buat di mainkan $_$,negatif
"gamenya sangat menyenangkan sekali sampai"" saya lose streak",positif
Seru main nya jadi gak bosen,positif
"Game stresss dark sistem semua anying mana kaga bisa ganti akun, aniv ke 8 memang rusak sih",negatif
Bismillah semoga nggak ngeleg,positif
"Banyakin dark sistem nya lagi, biar puas hidup lu anj, game apa isinya dark sistem semua, mending pindah ke HOK lbih bagus, game gk jelas, yakali di kasi musuh yg rank lebih tinggi, klo mau game lu bagus di perbaiki dark sistem dulu, game tolol",negatif
"Montoon makin parah, sorry aplikasi MOBILE LEGEND ini gak guna lagi dan harus dihapus karena makin parah DARK SYSTEMNYA, lebih baik balik ke akun COC. Good bye aplikasi B*r*k",negatif
Bagus,positif
"Kenapa Avatar saya di anggap ilegal, sedangkan cuman foto anime cowo yg jelas tidak terbuka pakaian?",negatif
gamee sangar,positif
"Moonton tolong lah, makin kesini orang ngasi saran, usulan, teguran gapernah di respon, giamana sih??? Ini ml makin kesini makin gajelas, orang sinyal bagus jadi jelek, bug mulu, dapet tim nya ga imbang, main 20 kali, kalah terus-menerus, lah gunanya game ini dimainin buat kalah doang kah? kocak banget mikir lah kalau ngasih tim itu yang bener, ngotak lah moonton, orang main buat happy bukan buat stress, tiap ada yang komen gini, gapernah di tanggepin lucu banget loh game satu ini.",negatif
good,positif
🤟,positif
"Game seru , tapi susah di epik",negatif
Gud,positif
Siph udh cakep,positif
"seru,asik tapi jangan sering lasih tim yang darksistem ya monnton hehehe",positif
bagus,positif
Nagsih team tu yang bener dikit masa mantan glory ketemu team mantan romawi,negatif
Nambah bagus,positif
Game Aneh Dan Gak Seru Jelekkk Pokoknya,positif
"mantap,,,jgn lag lag atau bug lah di apk ku,game nya ok jgn dirusak",positif
"sebelum update server jaringan msh oke oke aja nah pas udh update server jaringan ngelag trus padahal wifi gw lancar"" aja",negatif
Bagus bet,positif
game nya bagus btw kasi aku win streak moonton,positif
Asu lah muntun klo kasi tim gprnah seimbang mati lu muntun gw sebel bet Ama draft lu klo gw rank honor dikasi musuh imortal Bintan 5000 gmn mau menang tolollllll!! Pea,negatif
"Tim kebanyakan dark sistem, sinyal makin jelek kalau pake data parah ini ml , makin ga jelas",negatif
gema nya sangat bangus,positif
Obat jenuh,positif
Ini sangat bagus di mainkan saat waktu luang semangat teruss,positif
mobile legends memang mantap.,positif
Mohon maaf nih min Saran ya untuk mobile lagend untuk memperbaiki sinyal nya dulu min soalnya sering ngebug jaringan bagus tapi di MOBILE LAGEND NYA NGE LAG Gak jarang banyak player yang ngeluh karena bug ini menurut ku perbaiki sinyal nya dulu min biar stabil daripada mengutamakan skin. Itu aja saran untuk Mobile lagend semoga di dengar untuk miminnya 🗿,negatif
Game nya bagus.tapi isinya dark system semua,positif
Game terbodoh abad ini masak sinyal bagus hijau ga bisa gerak banyak bug game kikir game kikir,negatif
Game nya banyak dark sistem,negatif
Ini entah sinyal ku yang bermasalah atau sistemnya tapi setiap gua main tu lag terus tapi giliran buat buka apk yang lain lancar aja gitu jadi tolonglah diperbaiki karna saya sudah bosan setiap main pasti keganggu jaringan,negatif
Tolong sesuaikan tim nya,positif
Geme ini sagatttttt sagattttt seruuuuuuuuu,positif
asik,positif
Good,positif
oke,positif
Gw suka gamenya,positif
Tolong untung sinyal nya cepat di perbaiki,positif
Papa muntuun saya minta tolong hapus dark sistem di ml 😭😭😭🙏🙏,negatif
Gamer baguss banget 🌛🌜,positif
Seru dan menyenangkan meskipun suka kalah mulu,positif
"kalo bikin game liat kualitas hp orang, kalo orang hp nya ga kuat ngotak dikit tolol",negatif
"kasi tim yg bnr y, stres sy mainin ny",negatif
Mantap,positif
percuma skin gratis tapi selalu di kasih kalah,negatif
Bagus,positif
Game taik,negatif
RAWRRR,positif
Game mantap,positif
Servers moonton rusak parahh padahl sinyal bagus tapi lag parah,negatif
bnyak bug skill stuck,negatif
Bagus,positif
Game ramah,positif
Permainan tidak adil,negatif
Ngga bisa login setelah mau ganti device harus verifikasi email tapi ga muncul pesan verifnya ke email. Tolong bantu di fix atau kasih solusi. Udah nyoba banyak cara tapi sama sekali nggak ada yg membantu,negatif
Nice,positif
Butut bat moonton. Tiap 1 bintang lagi pasti dikasih lostrik lagu lama su alur nya gtu terus lawak!,negatif
tolong diperbaiki lagi devolder ya monton buat apa skin banyak banyak kalau lagi main pemilahan hiro tergangu,negatif
"Ml bagus, tapi tidak dengan tim ku, tim bot bot, lawan jago, habis seson d troll hadehh di hok gak ada kaya gitu",negatif
Keren,negatif
Mantap banget game nya soal nya nguji mental sama banyak skin gratis ayo buruan cepet donload game mobil legend bang bang👍👍,positif
Lag parah,positif
"Wah"""" gila",positif
Makasi monton kau yang terbaik,positif
topp,positif
best,positif
keren,positif
"download data trosss, tololll",negatif
"Bagus,sih plus event gk ngotak pokoknya best sih",positif
nice,negatif
Lumayan keten,positif
Makin kasini. makin stres dari sistem mulut gw udah 15 kali legen iv bintang 5 Sush naik nya ejek gama rusak,positif
Luar biasanya,positif
sangat keren,positif
Gamenya bagus,positif
Menyenangkn,negatif
"Montoon parah,,game penuh lag",positif
Game nya jelek kasih dark sistem terus gw gak game moonton tolol,negatif
Good joob,positif
"saya sangat suka dengan game ini!! saya main 20x win cuma 2x perbanyak drak sistem nyaa, supaya permainan semakin menantang!!!",positif
mantap,positif
MOBILE LEGENDS,positif
bagus semoga lebih berkembang,positif
GAME INI BAGUS,positif
Ml anj banyak draksisetmnya lagi,negatif
Monton tolong balikin dong map yang gurun plis map yang old,positif
Bagus banyak skin geratisss makasi montonn,positif
sangat seru,positif
Mantap,positif
Tolong kalau main solo kasih kawan mabar itu yg setara jangan kasih kawan visi dan banyak drak sistem,negatif
game yg ramah ☺️☺️,positif
perbaiki lah lu ngasih tim gk bisa main musuh yg bisa main gk imbang mulu cpk gw push lunya gk becus ngurus game,negatif
Cukup baik,positif
Mantap,positif
MANTAPP,positif
"Very good, I ask that you continue to develop, I am sure you can!!! 👍🏼👍🏼👍🏼",positif
Monton kolo gk baca masuk neraka masak aku kalah muluk gk seru udah kalah nya silver semua kalah nya,negatif
Ini area dewasa. pahamm,positif
Gacorr,positif
Mantaaab👍👍,positif
Perbaiki sistem matchmaking demi kenyamanan dan kualitas game bagi para player! #Developer&SistemAmpas,negatif
Game ladas cak kampang,positif
dingin tetapi tidak kejam,positif
Good,positif
Game nya seru bgt,positif
Game nya bagus dan menantang. Hero dan turet nya imbang gak ada yg OP ...,positif
Sudah cukup puas,positif
MLBB TOP,positif
Min lu gimana sih gua di kasih team trol mlu anyk nyusahin emang dark dari lu nih min uinstal ajalah,negatif
"Hallo moonton, saya termasuk player lama dan udah lama mainin game MLBB ini, tp saya kok ga pernah hoki saat gacha event ny, tolong dong pihak moonton atau MLBB tolong buat akun saya hoki di setiap gacha event atau pun bkn event, tolong ya Makasih ❤️‍🩹",positif
Perbanyak event 1 diamondnya yah,positif
Mantap,positif
Babik,negatif
BAD LEGG JARINGAN PAYAHH KAU MONTOON,negatif
Mantap👍🏼👍🏼👍🏼👍🏼,positif
Gamenya Seru,positif
Game yg bagus,positif
Nice.,positif
kalo ngasih tim kasih yang bener Kunyuk jangan disatuin sama babi,negatif
"Season turun ke epik 2 Main,lostreak winsteak lostreak lostreak ketemu dark sistem 25+ pertandingan masih epik 1 bintang 1 (Jenis kelamin laki laki) mending main HOK dapat skin gratis skinnya bagus",negatif
Aku sangat bangga dengan game ini karena grafik bagus Hero nya unik apalagi map nya gak bikin bosen tapi kekurangan nya aku kenapa sangat susah untuk menghubungkan akun ke google tapi tidak papa yang penting game ini sudah sangat menghibur aku sangat mempersiasi/terima kasih kepada moonton telah menghibur dengan game MOBA nya aku player 2018,positif
bagos,positif
"saya main kok sering kalah,tim sama lawan tim gak seinbang,nick ml:L y n c x x.",negatif
sangatt seruu,positif
Rame kalii bahhh,positif
goooddd,positif
Banyak skin gratis 😌,positif
Aduhh...parah ni game...jaringan bagus tapi lag parah x.. Main game sebelah kok lancar lancar aja...ngak ada sikit pun lag ny.. Aduhhhh,negatif
Bagus gamenya,positif
good,positif
GAME TOLOL,negatif
Bagus,positif
alhamdulillah,positif
Seru bet,positif
Seru cuman kawan maen rank dark sistem 🤬,positif
Bagus dan menarik,positif
Aneh gem nya min capek ngepus malah lostrek terus di kasih tim darksitem hedeh gem aneh,negatif
memeg,positif
Kurang bgus bnyak dark sistem lebih baik hpus aja ML pindah d honor of king,negatif
"Game yang tidak layak di main kan , karena bisa bikin depresi, banyak sekali dark sistem , game lol game, jaringan ijo tapi lag lol musuh serasa rrq Kw n serasa afk",negatif
Seru bngttt game nya,positif
game yang bagus,positif
Tolong user di tim saya jangan terlalu mudah untuk dikalahin user nya dan dikasih musuh yg gampang di kalahin la..,positif
Gemnya bagus walau banyak draksistem,positif
monton ngasih tim yang ga seimbang ngasih drak sistem Mulu padahal 1 bintang lagi legend malah ketemu player yang cuman bisa mage,negatif
Monton gua lagi main terus keluar keluar jadi malas gua main ml,negatif
Game nya seperti di seting,negatif
Dark sistem gw dapet tim jelek Mulu,negatif
Keren,positif
Seruuu,positif
Tim ya di dapat tdk seimbang,negatif
gem jembud,negatif
Thebest🥰,positif
ok bagus,positif
Siiip,positif
gacorrr,positif
ga seru tim nya lol Mulu di benerin dong klau mau rame game nya moonton g guna,negatif
Bagus,positif
Klh terus main ML di migec chess padahal join bintang dua bingung sayang,negatif
ok,positif
Bagus,positif
game paling hd,positif
bagusss banget,positif
Cukup bagus dan enak TPI beri saya kemenangan,positif
Mantap pollllllll,positif
Sangat sangat indah,positif
GG montongg,positif
Geme buat stressss GK usah danwlond,negatif
Game rusak ngelag terus,positif
Monton tolong jangan dikasih kalah terus aku,negatif
Kurangi drak sistem mu moonton klo main solo . Sakit otak gua,positif
Monnton celeng oii Ojo di kek i epic prib suu Game celeng jaringan ijo mlaku ne Ng tempat asuu,negatif
"Sangat sangat menghabiskan waktu bermain game ini,karna keseruan bertarung",positif
game apaan cok tolong dong hilangin frezee nyah sumpah ram gde penyimpanan gede kok tiba tiba stuck mana lagi rank jadi ktinggaln koin lvl harus kluar dlu ngerugiin banget plis repon moonton,negatif
Baik,positif
"Joystik kaga bener. Tgl 30 update, hari ini mnta update lagi! Hadeuh... Update trus...",negatif
dark mulu,negatif
Game bagus,positif
Kurang kurangi dark sistem,positif
good game,positif
game nya sangat bagus buat mabar,positif
Game babi ngetot setan baru gk ada skin gratis nya,negatif
Drak sistem tolong di hilangin,positif
tolong di benerin ya mooton gw ud hampir udh malah ulang lagiiii,negatif
game baikk,positif
"Untuk patch ini lancar jika hanya mendownload skin yg di milki, dan settingan medium fps 60.",positif
Moontoon game k0ntol,negatif
Belajar biar heppy,positif
"Game ampas, rugi top up cuma ngabisin uang, developmer babi, bagusin dikit match mu itu tolol",negatif
Tolonf kembalikan akun saya moonton,negatif
Monto lol. Kasih tim drak sistem trus dasar lol HP ml,negatif
Game sudah bagus dan sangat melebihi bagus hanya saja jika ada Player yang berkata kasar menggunakan mic jadi saya berharap update selanjutnya mic di hilangkan terimakasih,negatif
Boleh lah boleh lah,positif
Game ny bagus,positif
𝐊𝐞𝐫𝐞𝐧 𝐬𝐞𝐦𝐮𝐚 𝐬𝐤𝐢𝐧𝐧𝐲𝐚,positif
Mantap,positif
Lumayan hibur diri,positif
Good game,positif
Kebanyakan dark sistem,negatif
sangat baik dan karya,negatif
Sangat bagus,negatif
bubar aja game nya udah kikir ngasih tim kaya kelamin,negatif
Pertemuan lawan saat main rnk kurang sesuai,negatif
"Kasih tim itu yang jelas lah ton monton,, masak role mid semua kadang roamer semua gak jelas",negatif
mendingan honor of kinfs,negatif
Sangat seruh,positif
Ok,positif
Mantap min gw kasi b5,positif
Banyak dark sistem,negatif
